 38:17:C3:1F:22:33, 38:17:C3:1F:22:24, 80:8D:B7:55:3A:53, 44:48:C1:A5:82:23, 80:8D:B7:55:3A:44, 44:48:C1:A5:82:32, B4:5D:50:E1:92:34, B4:5D:50:E1:92:25, 38:17:C3:19:55:54, 38:17:C3:19:45:B3, 38:17:C3:19:45:A4, 00:4E:35:DE:E1:11, 30:E1:71:D9:9E:8C, 20:A6:CD:50:24:A2, 38:17:C3:19:D7:62, 38:17:C3:1F:01:82, 80:8D:B7:55:39:D4, B4:5D:50:E1:96:51, 80:8D:B7:55:25:E4, 80:8D:B7:55:25:F3, 00:4E:35:DF:06:51, 20:A6:CD:42:0B:E3, 38:17:C3:1F:0E:12, 38:17:C3:1F:0E:03, 80:8D:B7:55:35:14, 80:8D:B7:55:35:05, 38:17:C3:1F:22:34, 80:8D:B7:55:3A:54, 44:48:C1:A5:82:24, B4:5D:50:E1:92:35, EA:9E:B4:53:24:54, 20:A6:CD:50:24:B2, 38:17:C3:19:45:B4, 00:4E:35:DE:E1:03, 20:A6:CD:50:24:A3, 38:17:C3:19:D7:72, 38:17:C3:19:D7:63, 38:17:C3:1F:01:83, 38:17:C3:1F:01:92, 80:8D:B7:55:25:F4, B4:5D:50:E1:96:52, 80:8D:B7:55:25:E5, 80:8D:B7:55:39:C2, 00:4E:35:DF:06:43, 38:17:C3:1F:0E:13, 38:17:C3:1F:0E:04, 80:8D:B7:55:35:15, 06:F3:82:CF:14:7C, 44:48:C1:A5:82:34, 80:8D:B7:55:35:02, 38:17:C3:1E:FF:12, 80:8D:B7:55:3A:42, B4:5D:50:E1:92:32, 20:A6:CD:50:24:B3, 20:A6:CD:50:24:A4, 38:17:C3:19:55:52, 00:4E:35:DE:E1:04, 00:4E:35:DE:E1:13, 38:17:C3:19:D7:73, 38:17:C3:19:D7:64, 38:17:C3:1F:01:84, 38:17:C3:1F:01:93, B4:5D:50:E1:92:23, 80:8D:B7:55:25:F5, B4:5D:50:E1:96:53, 80:8D:B7:55:39:D2, 80:8D:B7:55:39:C3, 00:4E:35:DF:06:44, 00:4E:35:DF:06:53, 38:17:C3:1F:0E:14, 80:8D:B7:55:35:12, 80:8D:B7:55:35:03, 38:17:C3:1E:FF:13, 38:17:C3:1E:FF:04, 38:17:C3:1F:22:32, 38:17:C3:1F:22:23, 80:8D:B7:55:3A:52, 80:8D:B7:55:3A:43, 44:48:C1:A5:82:22, B4:5D:50:E1:92:33, B4:5D:50:E1:92:24, 20:A6:CD:50:24:B4, 38:17:C3:19:55:44, 38:17:C3:19:45:B2, 38:17:C3:19:55:53, 00:4E:35:DE:E1:14, 38:17:C3:1F:01:94, 38:17:C3:19:D7:74, 80:8D:B7:55:39:D3, B4:5D:50:E1:96:50, 80:8D:B7:55:25:E3, 80:8D:B7:55:39:C4, 00:4E:35:DF:06:54, 00:4E:35:DF:06:41, 80:8D:B7:55:25:F2, 38:17:C3:1F:0E:02, 80:8D:B7:55:35:13, 80:8D:B7:55:35:04, 38:17:C3:1E:FF:14,label, D0:D3:E0:B1:C0:F4, 00:4E:35:DE:C4:40, 00:4E:35:DF:0E:90, 00:4E:35:DE:C4:41, 00:4E:35:DF:0E:91, 38:17:C3:26:20:82, 00:4E:35:DE:C4:42, 00:4E:35:DF:0E:92, 38:17:C3:26:20:83, D0:D3:E0:AE:A5:40, 38:17:C3:26:38:E0, 38:17:C3:26:20:84, 00:4E:35:DE:C4:50, 38:17:C3:26:11:E2, D0:D3:E0:AE:A5:41, 38:17:C3:26:38:E1, 00:4E:35:DE:C4:51, 38:17:C3:26:20:92, D0:D3:E0:AE:A5:42, 38:17:C3:26:11:F0, 38:17:C3:26:38:E2, 00:4E:35:DE:C4:52, D0:D3:E0:B1:C0:E3, 38:17:C3:26:20:93, 38:17:C3:25:F4:32, 38:17:C3:26:11:F1, D0:D3:E0:AE:A5:50, 38:17:C3:26:38:F0, 38:17:C3:26:49:F0, 38:17:C3:26:20:94, 38:17:C3:25:F4:33, 38:17:C3:26:11:F2, 00:4E:35:DF:0E:80, D0:D3:E0:AE:A5:51, 38:17:C3:26:38:F1, 38:17:C3:26:49:F1, 38:17:C3:25:F4:34, 00:4E:35:DF:0E:81, D0:D3:E0:B1:C0:F2, D0:D3:E0:AE:A5:52, 38:17:C3:26:38:F2, D0:D3:E0:B1:C0:F3, 00:4E:35:DF:0E:82, 00:4E:35:DE:B4:03, 00:4E:35:DE:B4:12, 00:4E:35:DE:B4:02, B4:5D:50:E1:95:F2, 40:E3:D6:24:25:23, B4:5D:50:E1:95:F1, 40:E3:D6:24:25:22, 38:17:C3:26:49:F2, B4:5D:50:E1:95:F0, 38:17:C3:26:49:E2, 38:17:C3:26:11:E1, 38:17:C3:26:49:E1, 38:17:C3:26:11:E0, 38:17:C3:26:49:E0, 00:4E:35:DE:B4:14, 00:4E:35:DE:B4:04, 00:4E:35:DE:B4:13, 3A:22:E2:39:99:FA, 38:17:C3:25:F4:23, 40:E3:D6:24:25:33, 40:E3:D6:24:25:32, D0:D3:E0:B1:C0:E4, 38:17:C3:25:F4:24, 38:17:C3:25:F4:22, 7C:10:C9:31:83:4C, D0:D3:E0:B1:C0:E2, B0:B8:67:3A:47:12, B0:B8:67:3A:47:13, B0:B8:67:3A:47:14, B0:B8:67:3A:47:03, B0:B8:67:3A:47:02, B0:B8:67:3A:47:04, B4:5D:50:E1:95:E2, B4:5D:50:E1:95:E0, B4:5D:50:E1:95:E1,x,y
-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,9,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-81.0,-100.0,-100.0,-71.0,-100.0,-80.0,-100.0,-87.0,-100.0,-68.0,-80.0,-100.0,-100.0,-86.0,-100.0,-68.0,-88.0,-69.0,-79.0,-87.0,-100.0,-68.0,-100.0,-88.0,-70.0,-79.0,-100.0,-100.0,-100.0,-88.0,-69.0,-100.0,-100.0,-81.0,-87.0,-81.0,-86.0,-87.0,-86.0,-87.0,-79.0,-86.0,-83.0,-71.0,-84.0,-71.0,-84.0,-86.0,-81.0,-87.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,542,281
-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,9,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-79.0,-100.0,-100.0,-77.0,-100.0,-79.0,-100.0,-87.0,-100.0,-69.0,-79.0,-100.0,-100.0,-87.0,-100.0,-69.0,-89.0,-65.0,-78.0,-87.0,-100.0,-69.0,-100.0,-90.0,-65.0,-78.0,-100.0,-100.0,-100.0,-89.0,-65.0,-100.0,-100.0,-84.0,-85.0,-85.0,-89.0,-100.0,-89.0,-90.0,-78.0,-89.0,-87.0,-78.0,-87.0,-78.0,-87.0,-85.0,-85.0,-86.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,542,281
-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,9,-100.0,-100.0,-100.0,-100.0,-100.0,-88.0,-100.0,-100.0,-88.0,-100.0,-72.0,-88.0,-100.0,-70.0,-91.0,-72.0,-100.0,-83.0,-91.0,-71.0,-72.0,-100.0,-100.0,-83.0,-100.0,-71.0,-91.0,-68.0,-79.0,-83.0,-100.0,-71.0,-100.0,-91.0,-67.0,-79.0,-100.0,-100.0,-100.0,-90.0,-68.0,-100.0,-100.0,-83.0,-87.0,-83.0,-87.0,-87.0,-86.0,-87.0,-79.0,-86.0,-87.0,-70.0,-87.0,-70.0,-87.0,-88.0,-83.0,-87.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,542,281
-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,9,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-74.0,-100.0,-81.0,-100.0,-100.0,-100.0,-69.0,-81.0,-100.0,-100.0,-100.0,-100.0,-69.0,-88.0,-68.0,-77.0,-100.0,-100.0,-69.0,-100.0,-88.0,-70.0,-77.0,-100.0,-100.0,-100.0,-88.0,-68.0,-100.0,-100.0,-84.0,-88.0,-84.0,-90.0,-88.0,-89.0,-89.0,-77.0,-89.0,-87.0,-74.0,-87.0,-74.0,-85.0,-89.0,-84.0,-89.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,542,300
-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,10,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-92.0,-100.0,-78.0,-100.0,-100.0,-68.0,-100.0,-78.0,-100.0,-86.0,-100.0,-64.0,-79.0,-100.0,-100.0,-85.0,-100.0,-64.0,-92.0,-62.0,-84.0,-85.0,-100.0,-64.0,-100.0,-100.0,-62.0,-83.0,-100.0,-100.0,-100.0,-100.0,-62.0,-100.0,-100.0,-86.0,-86.0,-86.0,-100.0,-100.0,-100.0,-100.0,-84.0,-100.0,-90.0,-68.0,-100.0,-68.0,-100.0,-86.0,-87.0,-86.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,542,300
-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,10,-100.0,-100.0,-100.0,-100.0,-100.0,-89.0,-100.0,-100.0,-89.0,-100.0,-79.0,-89.0,-100.0,-68.0,-100.0,-79.0,-100.0,-82.0,-100.0,-68.0,-79.0,-100.0,-100.0,-82.0,-91.0,-68.0,-100.0,-63.0,-80.0,-82.0,-100.0,-68.0,-100.0,-100.0,-62.0,-80.0,-91.0,-100.0,-100.0,-100.0,-63.0,-100.0,-100.0,-86.0,-86.0,-85.0,-90.0,-85.0,-91.0,-85.0,-80.0,-87.0,-87.0,-68.0,-87.0,-68.0,-92.0,-86.0,-85.0,-86.0,-100.0,-100.0,-100.0,-100.0,-100.0,-91.0,-91.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,542,300
-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,10,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-78.0,-100.0,-100.0,-68.0,-100.0,-78.0,-100.0,-82.0,-100.0,-63.0,-78.0,-100.0,-100.0,-82.0,-100.0,-63.0,-92.0,-64.0,-83.0,-82.0,-100.0,-63.0,-100.0,-100.0,-62.0,-83.0,-100.0,-100.0,-100.0,-100.0,-64.0,-100.0,-100.0,-86.0,-87.0,-86.0,-100.0,-100.0,-100.0,-100.0,-83.0,-100.0,-100.0,-68.0,-100.0,-68.0,-92.0,-88.0,-86.0,-87.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,542,300
-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,10,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-91.0,-100.0,-76.0,-100.0,-100.0,-70.0,-100.0,-76.0,-100.0,-85.0,-100.0,-62.0,-76.0,-100.0,-100.0,-85.0,-100.0,-61.0,-92.0,-62.0,-80.0,-85.0,-100.0,-61.0,-100.0,-91.0,-63.0,-79.0,-100.0,-100.0,-100.0,-91.0,-62.0,-100.0,-100.0,-87.0,-84.0,-87.0,-100.0,-100.0,-100.0,-91.0,-80.0,-100.0,-90.0,-70.0,-89.0,-70.0,-90.0,-84.0,-87.0,-84.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,542,300
-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,11,-100.0,-100.0,-100.0,-100.0,-100.0,-91.0,-100.0,-100.0,-100.0,-100.0,-74.0,-91.0,-100.0,-70.0,-100.0,-73.0,-100.0,-86.0,-100.0,-66.0,-73.0,-100.0,-100.0,-87.0,-100.0,-66.0,-88.0,-67.0,-81.0,-87.0,-100.0,-66.0,-100.0,-88.0,-66.0,-81.0,-100.0,-100.0,-100.0,-87.0,-67.0,-100.0,-100.0,-90.0,-85.0,-90.0,-100.0,-86.0,-100.0,-86.0,-82.0,-100.0,-91.0,-70.0,-100.0,-70.0,-91.0,-85.0,-90.0,-85.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,542,300
-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,11,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-75.0,-100.0,-100.0,-68.0,-100.0,-75.0,-100.0,-83.0,-100.0,-64.0,-75.0,-100.0,-100.0,-83.0,-100.0,-64.0,-88.0,-61.0,-82.0,-83.0,-100.0,-64.0,-100.0,-88.0,-62.0,-82.0,-100.0,-100.0,-100.0,-88.0,-61.0,-100.0,-100.0,-90.0,-83.0,-91.0,-100.0,-83.0,-100.0,-83.0,-82.0,-100.0,-90.0,-68.0,-89.0,-69.0,-90.0,-83.0,-91.0,-91.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,542,319
-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,11,-100.0,-100.0,-100.0,-100.0,-100.0,-89.0,-100.0,-100.0,-89.0,-100.0,-73.0,-89.0,-100.0,-71.0,-100.0,-73.0,-100.0,-88.0,-100.0,-64.0,-73.0,-100.0,-100.0,-88.0,-100.0,-64.0,-90.0,-64.0,-80.0,-87.0,-100.0,-64.0,-100.0,-91.0,-65.0,-80.0,-100.0,-100.0,-100.0,-89.0,-64.0,-100.0,-100.0,-88.0,-88.0,-88.0,-100.0,-90.0,-100.0,-90.0,-80.0,-100.0,-100.0,-71.0,-92.0,-71.0,-100.0,-88.0,-88.0,-88.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,542,319
-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,11,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-76.0,-100.0,-100.0,-72.0,-100.0,-76.0,-100.0,-85.0,-100.0,-68.0,-76.0,-100.0,-100.0,-85.0,-100.0,-68.0,-88.0,-64.0,-80.0,-85.0,-100.0,-68.0,-100.0,-87.0,-66.0,-80.0,-100.0,-100.0,-100.0,-88.0,-64.0,-100.0,-100.0,-90.0,-88.0,-90.0,-100.0,-86.0,-100.0,-87.0,-80.0,-100.0,-100.0,-72.0,-100.0,-72.0,-100.0,-88.0,-90.0,-88.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,542,319
