1c:99:57:87:fd:c2,1c:99:57:87:fd:f9,1c:99:57:88:14:ba,50:76:af:99:d7:d6,68:54:5a:ce:f0:24,68:54:5a:ce:f0:3d,68:54:5a:ce:fd:53,68:54:5a:cf:63:e2,68:54:5a:cf:67:3e,68:54:5a:cf:c5:6c,68:54:5a:cf:c8:a0,92:cd:b6:87:12:20,ac:23:16:eb:83:d2,ac:23:16:eb:83:d3,ac:23:16:eb:83:d4,ac:23:16:eb:83:d5,ac:23:16:eb:84:12,ac:23:16:eb:84:13,ac:23:16:eb:84:14,ac:23:16:eb:84:15,ac:23:16:eb:84:22,ac:23:16:eb:84:23,ac:23:16:eb:84:24,ac:23:16:eb:8c:a2,ac:23:16:eb:8c:a3,ac:23:16:eb:8c:a4,ac:23:16:eb:95:12,ac:23:16:eb:95:13,ac:23:16:eb:95:14,ac:23:16:eb:95:15,ac:23:16:eb:9d:92,ac:23:16:eb:9d:93,ac:23:16:eb:9d:94,ac:23:16:eb:9d:95,ac:23:16:eb:9d:a2,ac:23:16:eb:9d:a3,ac:23:16:eb:9d:a4,ac:23:16:eb:d3:a2,ac:23:16:eb:db:92,ac:23:16:eb:db:93,ac:23:16:eb:db:94,ac:23:16:eb:db:95,ac:23:16:eb:db:a2,ac:23:16:eb:db:a3,ac:23:16:eb:db:a4,ac:23:16:eb:dc:52,ac:23:16:eb:dc:53,ac:23:16:eb:dc:54,ac:23:16:eb:dc:55,ac:23:16:eb:dc:62,ac:23:16:eb:dc:64,ac:23:16:eb:e8:d2,ac:23:16:eb:e8:d3,ac:23:16:eb:e8:d4,ac:23:16:eb:e8:d5,ac:23:16:eb:e8:e2,ac:23:16:eb:e8:e3,ac:23:16:eb:e8:e4,ac:23:16:eb:ef:52,ac:23:16:eb:ef:53,ac:23:16:eb:ef:54,ac:23:16:eb:ef:55,ac:23:16:eb:ef:62,ac:23:16:eb:ef:63,ac:23:16:eb:ef:64,d4:20:b0:28:00:b3,d4:20:b0:28:00:b4,d4:20:b0:28:00:b6,d4:20:b0:28:00:b8,d4:20:b0:28:00:d3,d4:20:b0:28:00:d5,d4:20:b0:28:00:d7,d4:20:b0:dd:87:a8,d4:20:b0:dd:e4:d3,d4:20:b0:dd:e4:f5,d4:20:b0:dd:e4:f7,d4:dc:09:2d:e0:63,d4:dc:09:2d:e0:64,d4:dc:09:2d:e0:66,d4:dc:09:2d:e0:68,label,68:54:5a:cf:63:e7,ac:23:16:eb:d3:95,d4:20:b0:dd:e4:f3,ac:23:16:e9:a9:13,ac:23:16:e9:a9:14,ac:23:16:e9:a9:15,ac:23:16:e9:a9:16,ac:23:16:e9:a9:23,ac:23:16:e9:a9:24,ac:23:16:e9:a9:25,ac:23:16:eb:8a:12,ac:23:16:eb:8a:13,ac:23:16:eb:8a:14,ac:23:16:eb:8a:15,ac:23:16:eb:8a:22,ac:23:16:eb:8a:23,ac:23:16:eb:8a:24,ac:23:16:eb:d3:92,ac:23:16:eb:d3:93,ac:23:16:eb:d3:94,ac:23:16:eb:d3:a3,ac:23:16:eb:d3:a4,da:f3:bc:4b:b3:49,da:f3:bc:4b:b5:13,ac:23:16:eb:a0:22,ac:23:16:eb:a0:23,ac:23:16:eb:a0:24,ac:23:16:eb:dc:63,d4:20:b0:dd:e4:d4,d4:20:b0:dd:e4:d6,d4:20:b0:dd:e4:d8,68:54:5a:cf:74:f4,1c:99:57:87:a7:e1,ac:23:16:eb:83:e2,ac:23:16:eb:83:e3,ac:23:16:eb:83:e4,ac:23:16:eb:a0:12,ac:23:16:eb:a0:13,ac:23:16:eb:a0:14,ac:23:16:eb:a0:15,d4:20:b0:dd:87:a3,d4:20:b0:dd:87:a6,ac:23:16:eb:95:d2,ac:23:16:eb:95:d3,ac:23:16:eb:95:d4,ac:23:16:eb:95:d5,d4:20:b0:dd:e4:73,d4:20:b0:dd:e4:74,d4:20:b0:dd:e4:76,d4:20:b0:dd:e4:78,d4:20:b0:dd:e5:33,d4:20:b0:dd:e5:34,d4:20:b0:dd:e5:36,d4:20:b0:dd:e5:38,ac:23:16:eb:a6:12,ac:23:16:eb:a6:14,ac:23:16:eb:a6:15,ac:23:16:eb:a6:22,ac:23:16:eb:9f:92,ac:23:16:eb:9f:93,ac:23:16:eb:9f:95,ac:23:16:eb:9f:a3,ac:23:16:eb:9f:a4,ac:23:16:eb:8c:92,ac:23:16:eb:8c:93,ac:23:16:eb:8c:94,ac:23:16:eb:8c:95,ac:23:16:eb:9f:94,ac:23:16:eb:a6:13,ac:23:16:eb:a6:23,d4:dc:09:2d:e0:83,d4:dc:09:2d:e0:85,d4:dc:09:2d:e0:87,x,y
-100.0,-87.0,-78,-63,-100.0,-86.0,-63,-85.0,-90.0,-100.0,-66,-92.0,-100.0,-100.0,-100.0,-100.0,-74,-74,-74,-73,-82,-83,-82,-83.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-71,-71,-72,-71,-76.0,-76.0,-76.0,-83.0,-83.0,-83.0,-83.0,-100.0,-100.0,-46,-46,-46,-45,-55.0,-55.0,-55.0,-64,-64,-64,-64,-66,-65,-66,-77,-77,-77,-76,-84,-84,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,2,-60.0,-82.0,-100.0,-100.0,-100.0,-100.0,-100.0,-85.0,-85.0,-85.0,-81.0,-81.0,-82.0,-82.0,-100.0,-100.0,-100.0,-82.0,-81.0,-82.0,-100.0,-100.0,-88.0,-90.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,720,104
-100.0,-88.0,-79,-65,-100.0,-86.0,-63,-85.0,-90.0,-100.0,-69,-93.0,-100.0,-100.0,-100.0,-100.0,-75,-74,-74,-74,-82,-83,-82,-83.0,-83.0,-82.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-71,-71,-72,-71,-76.0,-76.0,-76.0,-83.0,-83.0,-83.0,-84.0,-100.0,-100.0,-49,-49,-49,-46,-55.0,-55.0,-55.0,-61,-62,-62,-61,-66,-63,-64,-78,-78,-78,-77,-83,-83,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,3,-67.0,-79.0,-100.0,-100.0,-100.0,-100.0,-100.0,-85.0,-84.0,-84.0,-81.0,-81.0,-82.0,-82.0,-100.0,-100.0,-100.0,-79.0,-79.0,-80.0,-100.0,-100.0,-88.0,-90.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,702,104
-100.0,-88.0,-79,-65,-100.0,-86.0,-63,-85.0,-90.0,-100.0,-69,-93.0,-100.0,-100.0,-100.0,-100.0,-75,-74,-74,-74,-82,-83,-82,-83.0,-83.0,-82.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-71,-71,-72,-71,-76.0,-76.0,-76.0,-83.0,-83.0,-83.0,-84.0,-100.0,-100.0,-49,-49,-49,-46,-55.0,-55.0,-55.0,-61,-62,-62,-61,-66,-63,-64,-78,-78,-78,-77,-83,-83,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,3,-67.0,-79.0,-100.0,-100.0,-100.0,-100.0,-100.0,-85.0,-84.0,-84.0,-81.0,-81.0,-82.0,-82.0,-100.0,-100.0,-100.0,-79.0,-79.0,-80.0,-100.0,-100.0,-88.0,-90.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,702,104
-100.0,-88.0,-79,-65,-100.0,-86.0,-63,-85.0,-90.0,-100.0,-69,-93.0,-100.0,-100.0,-100.0,-100.0,-75,-74,-74,-74,-82,-83,-82,-83.0,-83.0,-82.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-71,-71,-72,-71,-76.0,-76.0,-76.0,-83.0,-83.0,-83.0,-84.0,-100.0,-100.0,-49,-49,-49,-46,-55.0,-55.0,-55.0,-61,-62,-62,-61,-66,-63,-64,-78,-78,-78,-77,-83,-83,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,3,-67.0,-79.0,-100.0,-100.0,-100.0,-100.0,-100.0,-85.0,-84.0,-84.0,-81.0,-81.0,-82.0,-82.0,-100.0,-100.0,-100.0,-79.0,-79.0,-80.0,-100.0,-100.0,-88.0,-90.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,702,104
-100.0,-88.0,-79,-65,-100.0,-86.0,-63,-85.0,-90.0,-100.0,-69,-93.0,-100.0,-100.0,-100.0,-100.0,-75,-74,-74,-74,-82,-83,-82,-83.0,-83.0,-82.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-71,-71,-72,-71,-76.0,-76.0,-76.0,-83.0,-83.0,-83.0,-84.0,-100.0,-100.0,-49,-49,-49,-46,-55.0,-55.0,-55.0,-61,-62,-62,-61,-66,-63,-64,-78,-78,-78,-77,-83,-83,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,3,-67.0,-79.0,-100.0,-100.0,-100.0,-100.0,-100.0,-85.0,-84.0,-84.0,-81.0,-81.0,-82.0,-82.0,-100.0,-100.0,-100.0,-79.0,-79.0,-80.0,-100.0,-100.0,-88.0,-90.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,702,104
-100.0,-88.0,-77,-66,-100.0,-86.0,-61,-85.0,-90.0,-100.0,-64,-95.0,-100.0,-100.0,-100.0,-100.0,-77,-76,-76,-76,-83,-83,-82,-82.0,-82.0,-82.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-70,-70,-71,-71,-76.0,-76.0,-76.0,-83.0,-83.0,-83.0,-83.0,-100.0,-100.0,-50,-50,-51,-47,-59.0,-59.0,-59.0,-61,-61,-61,-61,-66,-64,-64,-78,-79,-79,-79,-83,-83,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,4,-67.0,-79.0,-100.0,-79.0,-80.0,-80.0,-80.0,-85.0,-100.0,-83.0,-79.0,-79.0,-80.0,-79.0,-100.0,-100.0,-100.0,-80.0,-79.0,-77.0,-100.0,-100.0,-100.0,-90.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,702,104
-83.0,-88.0,-71,-74,-89.0,-89.0,-72,-100.0,-91.0,-86.0,-70,-93.0,-83.0,-83.0,-83.0,-84.0,-74,-74,-74,-74,-77,-77,-77,-77.0,-77.0,-77.0,-100.0,-100.0,-100.0,-100.0,-85.0,-85.0,-85.0,-85.0,-83.0,-83.0,-83.0,-88.0,-66,-66,-65,-65,-77.0,-100.0,-74.0,-83.0,-82.0,-83.0,-83.0,-100.0,-84.0,-63,-64,-64,-63,-62.0,-62.0,-62.0,-68,-68,-68,-68,-76,-76,-76,-67,-67,-67,-68,-75,-75,-75.0,-85.0,-100.0,-84.0,-84.0,-80.0,-78.0,-79.0,-79.0,4,-75.0,-100.0,-83.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,702,104
-100.0,-82.0,-77,-66,-100.0,-88.0,-59,-100.0,-90.0,-100.0,-63,-100.0,-100.0,-100.0,-100.0,-100.0,-81,-81,-81,-81,-82,-82,-82,-80.0,-81.0,-82.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-70,-70,-71,-71,-75.0,-75.0,-75.0,-83.0,-83.0,-83.0,-83.0,-100.0,-100.0,-52,-53,-52,-49,-58.0,-58.0,-58.0,-60,-61,-61,-60,-67,-64,-65,-78,-80,-80,-79,-83,-83,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,4,-62.0,-78.0,-100.0,-79.0,-80.0,-80.0,-80.0,-84.0,-100.0,-83.0,-79.0,-79.0,-80.0,-79.0,-100.0,-100.0,-100.0,-79.0,-78.0,-77.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-86.0,-83.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-83.0,-100.0,-100.0,-100.0,-100.0,702,104
-100.0,-82.0,-77,-66,-100.0,-88.0,-59,-100.0,-90.0,-100.0,-63,-100.0,-100.0,-100.0,-100.0,-100.0,-81,-81,-81,-81,-82,-82,-82,-80.0,-81.0,-82.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-70,-70,-71,-71,-75.0,-75.0,-75.0,-83.0,-83.0,-83.0,-83.0,-100.0,-100.0,-52,-53,-52,-49,-58.0,-58.0,-58.0,-60,-61,-61,-60,-67,-64,-65,-78,-80,-80,-79,-83,-83,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,4,-62.0,-78.0,-100.0,-79.0,-80.0,-80.0,-80.0,-84.0,-100.0,-83.0,-79.0,-79.0,-80.0,-79.0,-100.0,-100.0,-100.0,-79.0,-78.0,-77.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-86.0,-83.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-83.0,-100.0,-100.0,-100.0,-100.0,702,104
-100.0,-81.0,-78,-68,-100.0,-92.0,-55,-100.0,-92.0,-100.0,-63,-100.0,-100.0,-100.0,-100.0,-100.0,-80,-80,-79,-80,-80,-80,-80,-80.0,-80.0,-82.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-71,-72,-71,-72,-100.0,-100.0,-100.0,-83.0,-83.0,-84.0,-83.0,-100.0,-100.0,-54,-55,-55,-52,-58.0,-58.0,-58.0,-60,-61,-61,-60,-67,-64,-65,-78,-80,-79,-79,-83,-82,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,5,-62.0,-77.0,-100.0,-79.0,-80.0,-80.0,-80.0,-83.0,-100.0,-83.0,-77.0,-77.0,-78.0,-77.0,-100.0,-100.0,-100.0,-78.0,-77.0,-77.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-81.0,-80.0,-78.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-81.0,-100.0,-100.0,-100.0,-100.0,685,104
-100.0,-81.0,-78,-68,-100.0,-92.0,-55,-100.0,-92.0,-100.0,-63,-100.0,-100.0,-100.0,-100.0,-100.0,-80,-80,-79,-80,-80,-80,-80,-80.0,-80.0,-82.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-71,-72,-71,-72,-100.0,-100.0,-100.0,-83.0,-83.0,-84.0,-83.0,-100.0,-100.0,-54,-55,-55,-52,-58.0,-58.0,-58.0,-60,-61,-61,-60,-67,-64,-65,-78,-80,-79,-79,-83,-82,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,5,-62.0,-77.0,-100.0,-79.0,-80.0,-80.0,-80.0,-83.0,-100.0,-83.0,-77.0,-77.0,-78.0,-77.0,-100.0,-100.0,-100.0,-78.0,-77.0,-77.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-81.0,-80.0,-78.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-81.0,-100.0,-100.0,-100.0,-100.0,685,104
-100.0,-82.0,-77,-66,-100.0,-88.0,-59,-100.0,-90.0,-100.0,-63,-100.0,-100.0,-100.0,-100.0,-100.0,-81,-81,-81,-81,-82,-82,-82,-80.0,-81.0,-82.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-70,-70,-71,-71,-75.0,-75.0,-75.0,-83.0,-83.0,-83.0,-83.0,-100.0,-100.0,-52,-53,-52,-49,-58.0,-58.0,-58.0,-60,-61,-61,-60,-67,-64,-65,-78,-80,-80,-79,-83,-83,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,5,-62.0,-78.0,-100.0,-79.0,-80.0,-80.0,-80.0,-84.0,-100.0,-83.0,-79.0,-79.0,-80.0,-79.0,-100.0,-100.0,-100.0,-79.0,-78.0,-77.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-86.0,-83.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-83.0,-100.0,-100.0,-100.0,-100.0,685,104
-100.0,-81.0,-78,-68,-100.0,-92.0,-55,-100.0,-92.0,-100.0,-63,-100.0,-100.0,-100.0,-100.0,-100.0,-80,-80,-79,-80,-80,-80,-80,-80.0,-80.0,-82.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-71,-72,-71,-72,-100.0,-100.0,-100.0,-83.0,-83.0,-84.0,-83.0,-100.0,-100.0,-54,-55,-55,-52,-58.0,-58.0,-58.0,-60,-61,-61,-60,-67,-64,-65,-78,-80,-79,-79,-83,-82,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,5,-62.0,-77.0,-100.0,-79.0,-80.0,-80.0,-80.0,-83.0,-100.0,-83.0,-77.0,-77.0,-78.0,-77.0,-100.0,-100.0,-100.0,-78.0,-77.0,-77.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-81.0,-80.0,-78.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-81.0,-100.0,-100.0,-100.0,-100.0,685,104
-100.0,-81.0,-78,-68,-100.0,-92.0,-55,-100.0,-92.0,-100.0,-63,-100.0,-100.0,-100.0,-100.0,-100.0,-80,-80,-79,-80,-80,-80,-80,-80.0,-80.0,-82.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-71,-72,-71,-72,-100.0,-100.0,-100.0,-83.0,-83.0,-84.0,-83.0,-100.0,-100.0,-54,-55,-55,-52,-58.0,-58.0,-58.0,-60,-61,-61,-60,-67,-64,-65,-78,-80,-79,-79,-83,-82,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,6,-62.0,-77.0,-100.0,-79.0,-80.0,-80.0,-80.0,-83.0,-100.0,-83.0,-77.0,-77.0,-78.0,-77.0,-100.0,-100.0,-100.0,-78.0,-77.0,-77.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-81.0,-80.0,-78.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-81.0,-100.0,-100.0,-100.0,-100.0,685,104
-100.0,-81.0,-78,-68,-100.0,-92.0,-55,-100.0,-92.0,-100.0,-63,-100.0,-100.0,-100.0,-100.0,-100.0,-80,-80,-79,-80,-80,-80,-80,-80.0,-80.0,-82.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-71,-72,-71,-72,-100.0,-100.0,-100.0,-83.0,-83.0,-84.0,-83.0,-100.0,-100.0,-54,-55,-55,-52,-58.0,-58.0,-58.0,-60,-61,-61,-60,-67,-64,-65,-78,-80,-79,-79,-83,-82,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,6,-62.0,-77.0,-100.0,-79.0,-80.0,-80.0,-80.0,-83.0,-100.0,-83.0,-77.0,-77.0,-78.0,-77.0,-100.0,-100.0,-100.0,-78.0,-77.0,-77.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-81.0,-80.0,-78.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-81.0,-100.0,-100.0,-100.0,-100.0,685,104
-83.0,-88.0,-71,-74,-89.0,-89.0,-72,-100.0,-91.0,-86.0,-70,-93.0,-83.0,-83.0,-83.0,-84.0,-74,-74,-74,-74,-77,-77,-77,-77.0,-77.0,-77.0,-100.0,-100.0,-100.0,-100.0,-85.0,-85.0,-85.0,-85.0,-83.0,-83.0,-83.0,-88.0,-66,-66,-65,-65,-77.0,-100.0,-74.0,-83.0,-82.0,-83.0,-83.0,-100.0,-84.0,-63,-64,-64,-63,-62.0,-62.0,-62.0,-68,-68,-68,-68,-76,-76,-76,-67,-67,-67,-68,-75,-75,-75.0,-85.0,-100.0,-84.0,-84.0,-80.0,-78.0,-79.0,-79.0,6,-75.0,-100.0,-83.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,685,122
